company_name,business_type,industry,products_services,capabilities,rating,reviews,verified,lead_time_days,moq,capacity,city,state,certifications,established_year,response_time_hours,website
Prime Contract 112,Contract Manufacturer,Cosmetics,"Argan Oil, Shampoo Base, Aloe Vera","Shampoo, Face Wash",3.5,796,No,18,100 kg,250 tons/month,Chennai,Madhya Pradesh,"FSSAI, WHO GMP, NABL",2011,8,https://company112.example.com
Prime Contract 113,Contract Manufacturer,Electronics,"OLED Display, Battery, PCB","Smartphone, Earbuds",4.8,1045,No,18,100 kg,5000 pallets,Pune,Gujarat,"CE, Kosher",2014,24,https://company113.example.com
Core Contract 114,Contract Manufacturer,Electronics,"OLED Display, PCB, Battery","Smartphone, Earbuds",3.6,551,No,28,250 kg,50 tons/month,Hyderabad,Gujarat,"NABL, FSSAI, WHO GMP, CE",2004,1,https://company114.example.com
Titan Contract 115,Contract Manufacturer,Electronics,"Battery, OLED Display, PCB","Smartphone, Earbuds",4.4,253,Yes,9,500 kg,250 tons/month,Indore,Telangana,"RoHS, WHO GMP, ISO 22000, CE",2011,8,https://company115.example.com
Nova Contract 116,Contract Manufacturer,Furniture,"Plywood, Foam, Steel Frame","Chair, Table",4.5,980,No,12,1000 kg,5000 pallets,Mumbai,Telangana,"RoHS, WHO GMP, FSSAI, CE",2018,4,https://company116.example.com
Core Contract 117,Contract Manufacturer,Furniture,"Steel Frame, Foam, Plywood","Chair, Table",4.6,764,No,10,500 kg,5000 pallets,Pune,Madhya Pradesh,"ISO 9001, Kosher, WHO GMP, RoHS",2020,12,https://company117.example.com
Nova Contract 118,Contract Manufacturer,Furniture,"Plywood, Foam, Steel Frame","Chair, Table",4.2,1486,No,12,5000 units,100 tons/month,Ahmedabad,Karnataka,"ISO 22000, FSSAI, ISO 9001, Kosher",2005,8,https://company118.example.com
Titan Contract 119,Contract Manufacturer,Pharmaceutical,"MCC, Paracetamol API, Gelatin Capsules","Tablet, Capsule",4.6,975,Yes,11,1000 kg,100 tons/month,Chennai,Telangana,"Kosher, Halal, WHO GMP, ISO 22000",2009,12,https://company119.example.com
Titan Contract 120,Contract Manufacturer,Cosmetics,"Aloe Vera, Argan Oil, Shampoo Base","Shampoo, Face Wash",4.1,514,No,22,100 kg,250 tons/month,Indore,Telangana,"FSSAI, Kosher, WHO GMP, NABL",2006,12,https://company120.example.com
Core Contract 121,Contract Manufacturer,Cosmetics,"Argan Oil, Shampoo Base, Aloe Vera","Shampoo, Face Wash",4.6,309,No,5,250 kg,50 tons/month,Pune,Tamil Nadu,"CE, Kosher, ISO 22000, Halal",2021,12,https://company121.example.com
Prime Contract 122,Contract Manufacturer,Cosmetics,"Aloe Vera, Argan Oil, Shampoo Base","Shampoo, Face Wash",4.3,1211,Yes,18,25 kg,5000 pallets,Mumbai,Madhya Pradesh,"ISO 9001, ISO 22000",2008,4,https://company122.example.com
Titan Contract 123,Contract Manufacturer,Electronics,"PCB, Battery, OLED Display","Smartphone, Earbuds",4.9,333,No,33,500 kg,100 tons/month,Indore,Telangana,"CE, ISO 9001, Halal",1997,24,https://company123.example.com
Core Contract 124,Contract Manufacturer,Furniture,"Plywood, Foam, Steel Frame","Chair, Table",4.7,370,Yes,28,500 kg,100 tons/month,Bengaluru,Telangana,"ISO 9001, CE",2013,12,https://company124.example.com
Elite Contract 125,Contract Manufacturer,Nutraceutical,"BCAA, Cocoa Powder, Creatine","Protein Powder, Mass Gainer",4.2,1021,Yes,35,500 kg,250 tons/month,Mumbai,Gujarat,"WHO GMP, Kosher, RoHS",2003,24,https://company125.example.com
Titan Contract 126,Contract Manufacturer,Pharmaceutical,"Paracetamol API, MCC, Gelatin Capsules","Tablet, Capsule",4.4,405,Yes,28,500 kg,5000 pallets,Pune,Gujarat,"ISO 22000, WHO GMP, NABL",2010,4,https://company126.example.com
Nova Contract 127,Contract Manufacturer,Pharmaceutical,"Paracetamol API, MCC, Gelatin Capsules","Tablet, Capsule",4.1,556,No,22,1000 kg,5000 pallets,Ahmedabad,Telangana,"RoHS, FSSAI, ISO 9001, NABL",1998,8,https://company127.example.com
Elite Contract 128,Contract Manufacturer,Cosmetics,"Shampoo Base, Argan Oil, Aloe Vera","Shampoo, Face Wash",3.6,614,No,17,100 kg,100 tons/month,Hyderabad,Maharashtra,"RoHS, Halal, NABL",2012,8,https://company128.example.com
Elite Contract 129,Contract Manufacturer,Furniture,"Foam, Plywood, Steel Frame","Chair, Table",4.5,177,No,26,25 kg,5000 pallets,Ahmedabad,Gujarat,"NABL, FSSAI, CE, Halal",1999,2,https://company129.example.com
Elite Contract 130,Contract Manufacturer,Cosmetics,"Aloe Vera, Argan Oil, Shampoo Base","Shampoo, Face Wash",3.7,1204,No,8,1000 kg,100000 units/month,Indore,Gujarat,"WHO GMP, Halal, FSSAI",2013,1,https://company130.example.com
Core Packaging 131,Packaging Company,Furniture,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.4,641,Yes,28,250 kg,50 tons/month,Bengaluru,Maharashtra,"ISO 22000, ISO 9001, FSSAI, WHO GMP",2017,1,https://company131.example.com
Prime Packaging 132,Packaging Company,Furniture,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.8,151,No,5,250 kg,100000 units/month,Mumbai,Maharashtra,"Halal, RoHS, FSSAI, NABL",2022,8,https://company132.example.com
Prime Packaging 133,Packaging Company,Electronics,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.4,1365,Yes,25,25 kg,100 tons/month,Chennai,Tamil Nadu,"WHO GMP, FSSAI, Halal, ISO 9001",2019,1,https://company133.example.com
Core Packaging 134,Packaging Company,Cosmetics,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.4,1125,No,27,100 kg,100 tons/month,Hyderabad,Telangana,"CE, FSSAI",2024,24,https://company134.example.com
Prime Packaging 135,Packaging Company,Nutraceutical,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.6,868,Yes,18,100 kg,50 tons/month,Ahmedabad,Karnataka,"Kosher, ISO 9001",2002,24,https://company135.example.com
Core Packaging 136,Packaging Company,Nutraceutical,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.1,1115,Yes,6,100 kg,5000 pallets,Pune,Maharashtra,"RoHS, NABL, ISO 22000, WHO GMP",2023,2,https://company136.example.com
Nova Packaging 137,Packaging Company,Furniture,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.0,573,Yes,14,5000 units,100000 units/month,Chennai,Tamil Nadu,"RoHS, Halal",2020,12,https://company137.example.com
Elite Packaging 138,Packaging Company,Cosmetics,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.0,315,No,27,100 kg,5000 pallets,Hyderabad,Maharashtra,"CE, WHO GMP",2020,8,https://company138.example.com
Titan Packaging 139,Packaging Company,Nutraceutical,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.0,863,Yes,27,100 kg,250 tons/month,Mumbai,Telangana,"ISO 22000, Kosher, Halal, WHO GMP",1997,12,https://company139.example.com
Prime Packaging 140,Packaging Company,Pharmaceutical,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",3.8,1389,Yes,7,100 kg,5000 pallets,Bengaluru,Madhya Pradesh,"FSSAI, Kosher, ISO 22000, WHO GMP",2004,1,https://company140.example.com
Nova Packaging 141,Packaging Company,Pharmaceutical,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.8,250,No,18,5000 units,5000 pallets,Bengaluru,Maharashtra,"FSSAI, RoHS, Halal",2004,8,https://company141.example.com
Titan Packaging 142,Packaging Company,Electronics,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.4,641,No,26,1000 kg,100000 units/month,Hyderabad,Gujarat,"Kosher, RoHS, ISO 22000, WHO GMP",2005,8,https://company142.example.com
Titan Packaging 143,Packaging Company,Nutraceutical,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.7,308,Yes,19,1000 kg,5000 pallets,Chennai,Madhya Pradesh,"CE, WHO GMP, ISO 22000",2005,2,https://company143.example.com
Titan Packaging 144,Packaging Company,Electronics,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.7,1032,No,19,500 kg,100000 units/month,Hyderabad,Maharashtra,"RoHS, WHO GMP, ISO 22000, NABL",2012,8,https://company144.example.com
Titan Packaging 145,Packaging Company,Pharmaceutical,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.9,130,Yes,7,5000 units,50 tons/month,Indore,Gujarat,"WHO GMP, FSSAI, ISO 9001",2017,2,https://company145.example.com
Nova Packaging 146,Packaging Company,Nutraceutical,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.2,774,Yes,33,5000 units,100000 units/month,Ahmedabad,Gujarat,"NABL, Halal, ISO 9001, Kosher",2011,24,https://company146.example.com
Titan Packaging 147,Packaging Company,Cosmetics,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.9,45,No,14,25 kg,50 tons/month,Chennai,Maharashtra,"FSSAI, CE",2021,4,https://company147.example.com
Core Packaging 148,Packaging Company,Cosmetics,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",3.5,841,No,18,5000 units,100 tons/month,Pune,Madhya Pradesh,"ISO 9001, ISO 22000",2007,8,https://company148.example.com
Titan Packaging 149,Packaging Company,Electronics,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.1,1314,Yes,13,25 kg,100000 units/month,Indore,Tamil Nadu,"RoHS, ISO 22000, CE, ISO 9001",2002,2,https://company149.example.com
Core Packaging 150,Packaging Company,Furniture,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",3.8,162,No,5,100 kg,250 tons/month,Ahmedabad,Maharashtra,"WHO GMP, Halal, ISO 9001, NABL",2000,12,https://company150.example.com
Titan Packaging 151,Packaging Company,Pharmaceutical,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.7,806,No,27,5000 units,100 tons/month,Indore,Madhya Pradesh,"ISO 22000, RoHS, ISO 9001, Halal",2008,2,https://company151.example.com
Ultra Packaging 152,Packaging Company,Nutraceutical,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.3,1267,No,23,25 kg,250 tons/month,Indore,Tamil Nadu,"FSSAI, RoHS, CE",2007,8,https://company152.example.com
Elite Packaging 153,Packaging Company,Pharmaceutical,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.3,788,Yes,21,100 kg,50 tons/month,Ahmedabad,Telangana,"Halal, WHO GMP",2018,8,https://company153.example.com
Ultra Packaging 154,Packaging Company,Cosmetics,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",3.6,20,No,31,250 kg,250 tons/month,Ahmedabad,Maharashtra,"WHO GMP, Halal",2009,12,https://company154.example.com
Titan Packaging 155,Packaging Company,Furniture,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.0,63,Yes,25,1000 kg,50 tons/month,Chennai,Karnataka,"Halal, ISO 9001, WHO GMP",2008,8,https://company155.example.com
Elite Packaging 156,Packaging Company,Nutraceutical,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.8,507,Yes,27,100 kg,100 tons/month,Pune,Telangana,"Kosher, WHO GMP, ISO 9001",2000,8,https://company156.example.com
Core Packaging 157,Packaging Company,Cosmetics,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",3.8,167,No,19,100 kg,100000 units/month,Chennai,Karnataka,"Kosher, ISO 22000",1999,4,https://company157.example.com
Core Packaging 158,Packaging Company,Nutraceutical,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",3.9,1280,No,24,500 kg,250 tons/month,Hyderabad,Madhya Pradesh,"WHO GMP, CE, NABL, Kosher",2017,2,https://company158.example.com
Ultra Packaging 159,Packaging Company,Electronics,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",3.7,825,No,21,5000 units,100000 units/month,Chennai,Maharashtra,"Halal, CE, NABL",2020,8,https://company159.example.com
Prime Packaging 160,Packaging Company,Cosmetics,"PET Jars, HDPE Bottles, Pouches","Label Printing, Filling",4.8,419,Yes,4,5000 units,100000 units/month,Bengaluru,Maharashtra,"CE, ISO 22000, Halal",2022,8,https://company160.example.com
Nova Warehouse 161,Warehouse,Electronics,Warehouse Services,"Ambient Storage, Pallet Storage",4.4,505,No,12,5000 units,100000 units/month,Indore,Tamil Nadu,"Kosher, NABL",2013,8,https://company161.example.com
Titan Warehouse 162,Warehouse,Furniture,Warehouse Services,"Ambient Storage, Pallet Storage",4.8,1426,No,5,250 kg,5000 pallets,Chennai,Madhya Pradesh,"ISO 22000, FSSAI",2016,24,https://company162.example.com
Nova Warehouse 163,Warehouse,Cosmetics,Warehouse Services,"Ambient Storage, Pallet Storage",4.4,100,No,24,500 kg,50 tons/month,Ahmedabad,Gujarat,"FSSAI, NABL, Kosher",2006,8,https://company163.example.com
Elite Warehouse 164,Warehouse,Electronics,Warehouse Services,"Ambient Storage, Pallet Storage",4.3,1034,Yes,25,25 kg,100000 units/month,Ahmedabad,Telangana,"ISO 22000, NABL, Halal",2018,2,https://company164.example.com
Ultra Warehouse 165,Warehouse,Cosmetics,Warehouse Services,"Ambient Storage, Pallet Storage",3.9,433,No,25,500 kg,50 tons/month,Hyderabad,Madhya Pradesh,"Kosher, RoHS, ISO 9001, WHO GMP",1996,24,https://company165.example.com
Prime Warehouse 166,Warehouse,Nutraceutical,Warehouse Services,"Ambient Storage, Pallet Storage",4.7,1337,Yes,13,5000 units,100 tons/month,Chennai,Maharashtra,"WHO GMP, RoHS, CE, FSSAI",2009,2,https://company166.example.com
Elite Warehouse 167,Warehouse,Electronics,Warehouse Services,"Ambient Storage, Pallet Storage",3.7,1321,No,28,25 kg,5000 pallets,Mumbai,Tamil Nadu,"Halal, NABL, ISO 9001, RoHS",2001,2,https://company167.example.com
Elite Warehouse 168,Warehouse,Cosmetics,Warehouse Services,"Ambient Storage, Pallet Storage",4.6,138,Yes,14,250 kg,250 tons/month,Mumbai,Tamil Nadu,"CE, Kosher",2011,24,https://company168.example.com
Titan Warehouse 169,Warehouse,Cosmetics,Warehouse Services,"Ambient Storage, Pallet Storage",4.0,813,Yes,25,250 kg,100000 units/month,Chennai,Maharashtra,"CE, ISO 22000, RoHS, Kosher",2005,1,https://company169.example.com
Ultra Warehouse 170,Warehouse,Pharmaceutical,Warehouse Services,"Ambient Storage, Pallet Storage",3.6,774,Yes,35,500 kg,100000 units/month,Chennai,Maharashtra,"Halal, NABL, ISO 22000, FSSAI",2015,12,https://company170.example.com
Titan Warehouse 171,Warehouse,Pharmaceutical,Warehouse Services,"Ambient Storage, Pallet Storage",3.7,601,Yes,14,250 kg,100000 units/month,Chennai,Gujarat,"ISO 9001, Kosher, ISO 22000",2001,8,https://company171.example.com
Titan Warehouse 172,Warehouse,Furniture,Warehouse Services,"Ambient Storage, Pallet Storage",4.4,847,No,29,5000 units,100000 units/month,Hyderabad,Maharashtra,"ISO 9001, FSSAI",2004,1,https://company172.example.com
Nova Warehouse 173,Warehouse,Cosmetics,Warehouse Services,"Ambient Storage, Pallet Storage",4.2,354,No,34,1000 kg,5000 pallets,Ahmedabad,Karnataka,"CE, RoHS",2012,1,https://company173.example.com
Titan Warehouse 174,Warehouse,Electronics,Warehouse Services,"Ambient Storage, Pallet Storage",3.7,880,Yes,18,250 kg,50 tons/month,Hyderabad,Telangana,"ISO 22000, Kosher, Halal",1998,2,https://company174.example.com
Elite Warehouse 175,Warehouse,Pharmaceutical,Warehouse Services,"Ambient Storage, Pallet Storage",4.3,728,No,13,1000 kg,100 tons/month,Indore,Maharashtra,"ISO 9001, RoHS",2012,4,https://company175.example.com
Titan Warehouse 176,Warehouse,Furniture,Warehouse Services,"Ambient Storage, Pallet Storage",3.7,1451,No,21,1000 kg,250 tons/month,Indore,Karnataka,"ISO 22000, WHO GMP, Halal, FSSAI",2024,1,https://company176.example.com
Elite Warehouse 177,Warehouse,Cosmetics,Warehouse Services,"Ambient Storage, Pallet Storage",3.6,281,Yes,12,5000 units,250 tons/month,Indore,Maharashtra,"Halal, Kosher, ISO 22000, CE",2015,4,https://company177.example.com
Core Warehouse 178,Warehouse,Electronics,Warehouse Services,"Ambient Storage, Pallet Storage",4.1,1307,Yes,28,1000 kg,250 tons/month,Bengaluru,Telangana,"Kosher, RoHS, CE",1995,24,https://company178.example.com
Elite Warehouse 179,Warehouse,Nutraceutical,Warehouse Services,"Ambient Storage, Pallet Storage",4.9,1310,No,7,1000 kg,100000 units/month,Mumbai,Tamil Nadu,"Kosher, CE",2005,4,https://company179.example.com
Titan Warehouse 180,Warehouse,Cosmetics,Warehouse Services,"Ambient Storage, Pallet Storage",4.3,1169,No,24,5000 units,50 tons/month,Ahmedabad,Gujarat,"Kosher, ISO 9001, NABL, ISO 22000",2009,8,https://company180.example.com
Core Warehouse 181,Warehouse,Nutraceutical,Warehouse Services,"Ambient Storage, Pallet Storage",3.7,1420,Yes,22,100 kg,250 tons/month,Ahmedabad,Madhya Pradesh,"CE, ISO 22000, WHO GMP",2016,24,https://company181.example.com
Prime Warehouse 182,Warehouse,Pharmaceutical,Warehouse Services,"Ambient Storage, Pallet Storage",4.0,635,Yes,30,5000 units,50 tons/month,Bengaluru,Gujarat,"FSSAI, Kosher",1997,2,https://company182.example.com
Nova Warehouse 183,Warehouse,Furniture,Warehouse Services,"Ambient Storage, Pallet Storage",4.2,921,Yes,3,5000 units,250 tons/month,Indore,Gujarat,"WHO GMP, Kosher, ISO 9001",2002,8,https://company183.example.com
Elite Warehouse 184,Warehouse,Nutraceutical,Warehouse Services,"Ambient Storage, Pallet Storage",4.6,221,No,26,250 kg,100 tons/month,Hyderabad,Maharashtra,"WHO GMP, ISO 22000, CE, Halal",1995,12,https://company184.example.com
Core Warehouse 185,Warehouse,Pharmaceutical,Warehouse Services,"Ambient Storage, Pallet Storage",3.9,446,Yes,29,1000 kg,100000 units/month,Indore,Maharashtra,"ISO 22000, WHO GMP",2019,1,https://company185.example.com
Elite Logistics 186,Logistics Provider,Furniture,"Road, Air, Sea Logistics","Domestic, Export",4.0,889,No,11,100 kg,250 tons/month,Bengaluru,Gujarat,"NABL, CE",2019,24,https://company186.example.com
Elite Logistics 187,Logistics Provider,Nutraceutical,"Road, Air, Sea Logistics","Domestic, Export",4.7,430,Yes,28,250 kg,50 tons/month,Indore,Maharashtra,"Halal, ISO 22000, Kosher",2010,24,https://company187.example.com
Prime Logistics 188,Logistics Provider,Furniture,"Road, Air, Sea Logistics","Domestic, Export",4.2,34,No,23,100 kg,100000 units/month,Indore,Karnataka,"RoHS, WHO GMP, Halal",2010,1,https://company188.example.com
Titan Logistics 189,Logistics Provider,Nutraceutical,"Road, Air, Sea Logistics","Domestic, Export",3.5,546,Yes,5,25 kg,100000 units/month,Chennai,Telangana,"NABL, Halal, FSSAI, RoHS",2007,1,https://company189.example.com
Titan Logistics 190,Logistics Provider,Furniture,"Road, Air, Sea Logistics","Domestic, Export",4.3,578,Yes,22,25 kg,5000 pallets,Mumbai,Maharashtra,"RoHS, Halal, CE, NABL",2019,24,https://company190.example.com
Ultra Logistics 191,Logistics Provider,Nutraceutical,"Road, Air, Sea Logistics","Domestic, Export",4.4,498,Yes,18,25 kg,100000 units/month,Ahmedabad,Tamil Nadu,"ISO 9001, CE, RoHS, Halal",2016,24,https://company191.example.com
Prime Logistics 192,Logistics Provider,Pharmaceutical,"Road, Air, Sea Logistics","Domestic, Export",3.4,291,Yes,13,500 kg,250 tons/month,Chennai,Karnataka,"CE, WHO GMP, Kosher, ISO 22000",2018,4,https://company192.example.com
Prime Logistics 193,Logistics Provider,Nutraceutical,"Road, Air, Sea Logistics","Domestic, Export",3.9,889,No,7,250 kg,5000 pallets,Bengaluru,Gujarat,"Kosher, RoHS, ISO 9001",2010,12,https://company193.example.com
Ultra Logistics 194,Logistics Provider,Pharmaceutical,"Road, Air, Sea Logistics","Domestic, Export",3.6,220,Yes,17,5000 units,5000 pallets,Ahmedabad,Gujarat,"FSSAI, ISO 9001",2010,4,https://company194.example.com
Nova Logistics 195,Logistics Provider,Electronics,"Road, Air, Sea Logistics","Domestic, Export",3.7,82,No,17,250 kg,100 tons/month,Hyderabad,Madhya Pradesh,"CE, ISO 22000, NABL",2006,1,https://company195.example.com
Elite Logistics 196,Logistics Provider,Furniture,"Road, Air, Sea Logistics","Domestic, Export",4.8,377,Yes,5,500 kg,50 tons/month,Hyderabad,Telangana,"RoHS, ISO 22000, CE",2009,1,https://company196.example.com
Nova Logistics 197,Logistics Provider,Cosmetics,"Road, Air, Sea Logistics","Domestic, Export",3.8,632,Yes,32,250 kg,5000 pallets,Hyderabad,Maharashtra,"NABL, FSSAI, ISO 22000, ISO 9001",2024,8,https://company197.example.com
Nova Logistics 198,Logistics Provider,Nutraceutical,"Road, Air, Sea Logistics","Domestic, Export",4.2,1312,Yes,24,25 kg,100000 units/month,Indore,Madhya Pradesh,"CE, ISO 22000, Kosher, NABL",2002,8,https://company198.example.com
Prime Logistics 199,Logistics Provider,Electronics,"Road, Air, Sea Logistics","Domestic, Export",4.9,301,No,8,25 kg,100 tons/month,Indore,Karnataka,"RoHS, Kosher, NABL",1997,12,https://company199.example.com
Titan Logistics 200,Logistics Provider,Nutraceutical,"Road, Air, Sea Logistics","Domestic, Export",3.6,817,Yes,6,500 kg,100 tons/month,Mumbai,Telangana,"RoHS, Halal, NABL",2021,24,https://company200.example.com
Ultra Logistics 201,Logistics Provider,Cosmetics,"Road, Air, Sea Logistics","Domestic, Export",4.1,488,Yes,15,100 kg,5000 pallets,Ahmedabad,Maharashtra,"WHO GMP, Kosher",2009,4,https://company201.example.com
Prime Logistics 202,Logistics Provider,Electronics,"Road, Air, Sea Logistics","Domestic, Export",4.2,435,No,22,500 kg,250 tons/month,Indore,Gujarat,"WHO GMP, CE",2021,24,https://company202.example.com
Prime Logistics 203,Logistics Provider,Furniture,"Road, Air, Sea Logistics","Domestic, Export",3.7,681,Yes,8,5000 units,100 tons/month,Pune,Tamil Nadu,"ISO 9001, CE, WHO GMP, ISO 22000",1995,8,https://company203.example.com
Titan Logistics 204,Logistics Provider,Electronics,"Road, Air, Sea Logistics","Domestic, Export",4.5,521,Yes,32,25 kg,100 tons/month,Ahmedabad,Gujarat,"FSSAI, WHO GMP",2001,8,https://company204.example.com
Elite Logistics 205,Logistics Provider,Cosmetics,"Road, Air, Sea Logistics","Domestic, Export",4.3,1330,Yes,19,25 kg,50 tons/month,Ahmedabad,Maharashtra,"Kosher, WHO GMP, ISO 9001, NABL",1998,1,https://company205.example.com
Prime Logistics 206,Logistics Provider,Electronics,"Road, Air, Sea Logistics","Domestic, Export",3.7,1185,No,28,500 kg,50 tons/month,Hyderabad,Madhya Pradesh,"WHO GMP, RoHS, ISO 22000",2024,2,https://company206.example.com
Ultra Logistics 207,Logistics Provider,Cosmetics,"Road, Air, Sea Logistics","Domestic, Export",4.1,314,Yes,18,5000 units,250 tons/month,Hyderabad,Tamil Nadu,"Kosher, ISO 9001, NABL, WHO GMP",2007,2,https://company207.example.com
Nova Logistics 208,Logistics Provider,Electronics,"Road, Air, Sea Logistics","Domestic, Export",4.4,1086,Yes,4,500 kg,250 tons/month,Hyderabad,Karnataka,"RoHS, NABL, FSSAI",2003,2,https://company208.example.com
Ultra Logistics 209,Logistics Provider,Nutraceutical,"Road, Air, Sea Logistics","Domestic, Export",4.3,70,No,6,500 kg,5000 pallets,Pune,Karnataka,"WHO GMP, ISO 22000",2002,24,https://company209.example.com
Ultra Logistics 210,Logistics Provider,Pharmaceutical,"Road, Air, Sea Logistics","Domestic, Export",4.2,124,Yes,27,250 kg,100 tons/month,Mumbai,Maharashtra,"RoHS, NABL, CE, ISO 9001",2017,24,https://company210.example.com
Titan Quality 211,Quality Lab,Cosmetics,Testing Services,"Microbiology, Heavy Metals",4.2,1163,Yes,34,1000 kg,250 tons/month,Mumbai,Tamil Nadu,"ISO 22000, ISO 9001",2002,12,https://company211.example.com
Prime Quality 212,Quality Lab,Pharmaceutical,Testing Services,"Microbiology, Heavy Metals",4.2,11,No,15,100 kg,250 tons/month,Bengaluru,Maharashtra,"ISO 9001, NABL, ISO 22000",2013,24,https://company212.example.com
Prime Quality 213,Quality Lab,Pharmaceutical,Testing Services,"Microbiology, Heavy Metals",4.7,757,Yes,26,5000 units,100000 units/month,Chennai,Gujarat,"CE, RoHS, ISO 22000",2000,24,https://company213.example.com
Elite Quality 214,Quality Lab,Electronics,Testing Services,"Microbiology, Heavy Metals",4.8,1339,No,14,5000 units,5000 pallets,Bengaluru,Karnataka,"FSSAI, WHO GMP, NABL",2004,24,https://company214.example.com
Nova Quality 215,Quality Lab,Cosmetics,Testing Services,"Microbiology, Heavy Metals",3.7,13,No,5,100 kg,5000 pallets,Pune,Karnataka,"ISO 22000, Kosher",1999,4,https://company215.example.com
Nova Quality 216,Quality Lab,Nutraceutical,Testing Services,"Microbiology, Heavy Metals",3.9,664,Yes,8,5000 units,250 tons/month,Hyderabad,Gujarat,"FSSAI, NABL, RoHS",1997,4,https://company216.example.com
Prime Quality 217,Quality Lab,Cosmetics,Testing Services,"Microbiology, Heavy Metals",4.5,108,No,31,5000 units,100000 units/month,Mumbai,Tamil Nadu,"Halal, RoHS, CE",2007,1,https://company217.example.com
Titan Quality 218,Quality Lab,Electronics,Testing Services,"Microbiology, Heavy Metals",4.4,1417,Yes,13,500 kg,50 tons/month,Indore,Gujarat,"ISO 9001, RoHS, WHO GMP",1998,1,https://company218.example.com
Nova Quality 219,Quality Lab,Cosmetics,Testing Services,"Microbiology, Heavy Metals",4.7,339,Yes,8,250 kg,5000 pallets,Chennai,Tamil Nadu,"ISO 9001, Halal, RoHS, ISO 22000",2014,8,https://company219.example.com
Prime Quality 220,Quality Lab,Pharmaceutical,Testing Services,"Microbiology, Heavy Metals",3.6,430,Yes,29,5000 units,5000 pallets,Bengaluru,Madhya Pradesh,"CE, NABL, WHO GMP, ISO 22000",1998,1,https://company220.example.com
Titan Quality 221,Quality Lab,Electronics,Testing Services,"Microbiology, Heavy Metals",4.2,1015,Yes,6,250 kg,50 tons/month,Hyderabad,Gujarat,"Kosher, FSSAI, ISO 9001",1995,2,https://company221.example.com
Elite Quality 222,Quality Lab,Pharmaceutical,Testing Services,"Microbiology, Heavy Metals",3.8,177,No,10,250 kg,100000 units/month,Hyderabad,Tamil Nadu,"CE, ISO 22000, RoHS, NABL",2007,2,https://company222.example.com
Core Quality 223,Quality Lab,Cosmetics,Testing Services,"Microbiology, Heavy Metals",4.0,922,Yes,19,500 kg,100000 units/month,Pune,Maharashtra,"ISO 9001, WHO GMP, Halal",2017,24,https://company223.example.com
Prime Quality 224,Quality Lab,Nutraceutical,Testing Services,"Microbiology, Heavy Metals",4.4,1118,No,17,1000 kg,50 tons/month,Indore,Tamil Nadu,"Halal, Kosher, CE, ISO 22000",2010,4,https://company224.example.com
Core Quality 225,Quality Lab,Nutraceutical,Testing Services,"Microbiology, Heavy Metals",4.8,1472,Yes,35,1000 kg,5000 pallets,Indore,Karnataka,"WHO GMP, ISO 22000, Halal, FSSAI",2000,2,https://company225.example.com
Nova Quality 226,Quality Lab,Pharmaceutical,Testing Services,"Microbiology, Heavy Metals",3.6,877,Yes,30,100 kg,100 tons/month,Indore,Karnataka,"RoHS, ISO 22000, ISO 9001",2007,12,https://company226.example.com
Titan Quality 227,Quality Lab,Electronics,Testing Services,"Microbiology, Heavy Metals",3.9,575,No,3,5000 units,5000 pallets,Chennai,Karnataka,"ISO 22000, Halal, NABL",1999,12,https://company227.example.com
Titan Quality 228,Quality Lab,Furniture,Testing Services,"Microbiology, Heavy Metals",4.5,215,Yes,9,250 kg,5000 pallets,Pune,Tamil Nadu,"Halal, Kosher, CE",2014,8,https://company228.example.com
